tanggal,jenis_kejadian_bencana,kelurahan,kecamatan,wilayah,taksiran_kerugian,keterangan_jkb
20/july/2013  (Sabtu),Bencana Kebakaran,Kembangan Selatan,Kembangan,Jakarta Barat,"10,000,000",
21/july/2013  (Minggu),Bencana Kebakaran,Bidara Cina,Jatinegara,Jakarta Timur,"500,000",
22/july/2013  (Senin),Bencana Kebakaran,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,"5,000,000",
22/july/2013  (Senin),Bencana Kebakaran,Jagakarsa,Jagakarsa,Jakarta Selatan,"7,500,000",
22/july/2013  (Senin),Bencana Kebakaran,Kalideres,Kalideres,Jakarta Barat,"50,000,000",
24/july/2013  (Rabu),Bencana Kebakaran,Bendungan Hilir,Tanah Abang,Jakarta Pusat,"1,000,000,000",
24/july/2013  (Rabu),Bencana Kebakaran,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,"10,000,000",
25/july/2013  (Kamis),Bencana Kebakaran,Rorotan,Cilincing,Jakarta Utara,"10,000,000",
26/july/2013  (Jumat),Bencana Kebakaran,Malaka Sari,Duren Sawit,Jakarta Timur,"5,000,000",
26/july/2013  (Jumat),Bencana Kebakaran,Ancol,Pademangan,Jakarta Utara,"250,000,000",
26/july/2013  (Jumat),Bencana Kebakaran,Meruya Utara,Kembangan,Jakarta Barat,"30,000,000",
27/july/2013  (Sabtu),Bencana Kebakaran,Bendungan Hilir,Tanah Abang,Jakarta Pusat,"3,000,000",
27/july/2013  (Sabtu),Bencana Kebakaran,Duren Sawit,Duren Sawit,Jakarta Timur,"3,000,000",
27/july/2013  (Sabtu),Bencana Kebakaran,Warakas,Tanjung Priok,Jakarta Utara,"500,000,000",
27/july/2013  (Sabtu),Bencana pada Air (operasi penyelamatan pada Air),Penggilingan,Cakung,Jakarta Timur, - ,
27/july/2013  (Sabtu),Bencana Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,"350,000,000",
28/july/2013  (Minggu),Bencana Kebakaran,Maphar,Tamansari,Jakarta Barat,"60,000,000",
28/july/2013  (Minggu),Bencana Kebakaran,Pejaten Barat,Pasar Minggu,Jakarta Selatan, - ,
28/july/2013  (Minggu),Bencana Kebakaran,Cempaka Putih Barat,Cempaka Putih,Jakarta Pusat,"150,000,000",
29/july/2013  (Senin),Bencana Kebakaran,Cengkareng Barat,Cengkareng,Jakarta Barat,"200,000,000",
29/july/2013  (Senin),Bencana Kebakaran,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara,"15,000,000",
29/july/2013  (Senin),Bencana Kebakaran,Tebet Barat,Tebet,Jakarta Selatan,"50,000,000",
30/july/2013  (Selasa),Bencana Kebakaran,Kapuk,Cengkareng,Jakarta Barat,"15,000,000",
30/july/2013  (Selasa),Bencana Kebakaran,Cideng,Gambir,Jakarta Pusat, - ,
30/july/2013  (Selasa),Bencana Kebakaran,Pancoran,Pancoran,Jakarta Selatan,"10,000,000",
31/july/2013  (Rabu),Bencana Kebakaran,Penggilingan,Cakung,Jakarta Timur, - ,
01/august/2013  (Kamis),Bencana Kebakaran,Taman Sari,Tamansari,Jakarta Barat,"2,000,000",
01/august/2013  (Kamis),Bencana Kebakaran,Kapuk,Cengkareng,Jakarta Barat,"500,000,000",
01/august/2013  (Kamis),Bencana Kebakaran,Kedaung Kali Angke,Cengkareng,Jakarta Barat,"30,000,000",
01/august/2013  (Kamis),Bencana Kebakaran,Kembangan Utara,Kembangan,Jakarta Barat,"30,000,000",
01/august/2013  (Kamis),Bencana Kebakaran,Tangki,Tamansari,Jakarta Barat,"500,000",
01/august/2013  (Kamis),Bencana Kebakaran,Malaka Sari,Duren Sawit,Jakarta Timur,"500,000",
02/august/2013  (Jumat),Bencana Kebakaran,Cijantung,Pasar Rebo,Jakarta Timur,"80,000,000",
02/august/2013  (Jumat),Bencana Kebakaran,Tegal Alur,Kalideres,Jakarta Barat,"500,000",
02/august/2013  (Jumat),Bencana Kebakaran,Penjaringan,Penjaringan,Jakarta Utara,"70,000,000",
03/august/2013  (Sabtu),Bencana Kebakaran,cipinang besar selatan,Jatinegara,Jakarta Timur,"5,000,000,000",
03/august/2013  (Sabtu),Bencana Kebakaran,Kebayoran Lama Utara,Kebayoran Lama,Jakarta Selatan,"1,200,000,000",
03/august/2013  (Sabtu),Bencana Kebakaran,Kamal Muara,Penjaringan,Jakarta Utara,"10,000,000",
03/august/2013  (Sabtu),Bencana Kebakaran,kebon sirih,Menteng,Jakarta Pusat,"500,000",
03/august/2013  (Sabtu),Bencana Kebakaran,Utan Kayu Utara,Matraman,Jakarta Timur,"2,000,000",
03/august/2013  (Sabtu),Bencana Kebakaran,Menteng Atas,Setiabudi,Jakarta Selatan,"2,000,000",
04/august/2013  (Minggu),Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Pegangsaan Dua,Kelapa Gading,Jakarta Utara, - ,
04/august/2013  (Minggu),Bencana Kebakaran,Mangga Besar,Tamansari,Jakarta Barat,"30,000,000",
04/august/2013  (Minggu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Papanggo,Tanjung Priok,Jakarta Utara, - ,
04/august/2013  (Minggu),Bencana Kebakaran,Penggilingan,Cakung,Jakarta Timur,"400,000,000",
05/august/2013  (Senin),Bencana Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,"9,000,000",
05/august/2013  (Senin),Bencana Kebakaran,Taman Sari,Tamansari,Jakarta Barat,"20,000,000",
06/august/2013  (Selasa),Bencana Kebakaran,Jembatan Besi,Tambora,Jakarta Barat,"1,500,000,000",
06/august/2013  (Selasa),Bencana Kebakaran,Cakung Barat,Cakung,Jakarta Timur,"200,000,000",
06/august/2013  (Selasa),Bencana Kebakaran,Cililitan,Kramat Jati,Jakarta Timur,"90,000,000",
06/august/2013  (Selasa),Bencana Kebakaran,Melawai,Kebayoran Baru,Jakarta Selatan,"55,000,000",
06/august/2013  (Selasa),Bencana Kebakaran,Cikini,Menteng,Jakarta Pusat,"20,000,000",
07/august/2013  (Rabu),Bencana Kebakaran,Cawang,Kramat Jati,Jakarta Timur,"150,000,000",
07/august/2013  (Rabu),Bencana Kebakaran,Cakung Barat,Cakung,Jakarta Timur,"960,000,000",
07/august/2013  (Rabu),Bencana Kebakaran,Tomang,Grogol Petamburan,Jakarta Barat,"500,000,000",
07/august/2013  (Rabu),Bencana Kebakaran,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,"500,000",
07/august/2013  (Rabu),Bencana Kebakaran,Pluit,Penjaringan,Jakarta Utara,"15,000,000",
07/august/2013  (Rabu),Bencana Kebakaran,Pancoran,Pancoran,Jakarta Selatan,"75,000",
08/august/2013  (Kamis),Bencana Kebakaran,Jatinegara Kaum,Pulogadung,Jakarta Timur,"150,000,000",
08/august/2013  (Kamis),Bencana Kebakaran,Pela Mampang,Mampang Prapatan,Jakarta Selatan, - ,
08/august/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Cipete selatan,Cilandak,Jakarta Selatan, - ,
08/august/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Ulujami,Pesanggrahan,Jakarta Selatan, - ,
08/august/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Ulujami,Pesanggrahan,Jakarta Selatan, - ,
09/august/2013  (Jumat),Bencana Kebakaran,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,"120,000,000",
09/august/2013  (Jumat),Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Kartini,Sawah Besar,Jakarta Pusat, - ,
09/august/2013  (Jumat),Bencana Kebakaran,Bintaro,Pesanggrahan,Jakarta Selatan,"75,000,000",
09/august/2013  (Jumat),Bencana Kebakaran,Cijantung,Pasar Rebo,Jakarta Timur,"1,000,000",
09/august/2013  (Jumat),Bencana Kebakaran,Kemanggisan,Palmerah,Jakarta Barat,"50,000,000",
09/august/2013  (Jumat),Pertolongan Gawat Darurat (Ambulan Transportasi).,Jatipadang,Pasar Minggu,Jakarta Selatan, - ,
09/august/2013  (Jumat),Pertolongan Gawat Darurat (Ambulan Transportasi).,Pondok Pinang,Kebayoran Lama,Jakarta Selatan, - ,
09/august/2013  (Jumat),Bencana Kebakaran,Cempaka Baru,Kemayoran,Jakarta Pusat,"300,000,000",
10/august/2013  (Sabtu),Bencana Kebakaran,Pondok Bambu,Duren Sawit,Jakarta Timur,"5,000,000",
10/august/2013  (Sabtu),Bencana Kebakaran,Angke,Tambora,Jakarta Barat,"500,000,000",
10/august/2013  (Sabtu),Bencana Kebakaran,Meruya Selatan,Kembangan,Jakarta Barat,"120,000,000",
10/august/2013  (Sabtu),Bencana Kebakaran,Halim Perdana Kusuma,Makasar,Jakarta Timur,"300,000,000",
10/august/2013  (Sabtu),Bencana Kebakaran,Pejagalan,Penjaringan,Jakarta Utara,"1,200,000,000",
10/august/2013  (Sabtu),Bencana Kebakaran,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,"30,000,000",
10/august/2013  (Sabtu),Bencana pada Air (operasi penyelamatan pada Air),Ancol,Pademangan,Jakarta Utara, - ,
11/august/2013  (Minggu),Bencana Kebakaran,Bali Mester,Jatinegara,Jakarta Timur,"800,000,000",
11/august/2013  (Minggu),Bencana Kebakaran,Jatipadang,Pasar Minggu,Jakarta Selatan,"15,000,000",
11/august/2013  (Minggu),Bencana Kebakaran,Pejaten Barat,Pasar Minggu,Jakarta Selatan,"15,000,000",
11/august/2013  (Minggu),Bencana Kebakaran,Utan Kayu Selatan,Matraman,Jakarta Timur,"50,000,000",
12/august/2013  (Senin),Bencana Kebakaran,Cilandak Barat,Cilandak,Jakarta Selatan,"500,000,000",
13/august/2013  (Selasa),Bencana Kebakaran,Cakung Barat,Cakung,Jakarta Timur,"216,000,000",
13/august/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Tugu Utara,Koja,Jakarta Utara, - ,
13/august/2013  (Selasa),Bencana Kebakaran,Cipayung,Cipayung,Jakarta Timur,"200,000",
13/august/2013  (Selasa),Bencana Kebakaran,Ragunan,Pasar Minggu,Jakarta Selatan,"5,000,000",
13/august/2013  (Selasa),Bencana Kebakaran,Bale Kambang,Kramat Jati,Jakarta Timur,"10,000,000",
13/august/2013  (Selasa),Bencana Kebakaran,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,"200,000",
14/august/2013  (Rabu),Bencana Kebakaran,Manggarai Selatan,Tebet,Jakarta Selatan,"75,000,000",
15/august/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Pangadegan,Pancoran,Jakarta Selatan, - ,
15/august/2013  (Kamis),Bencana Kebakaran,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,"5,000,000",
15/august/2013  (Kamis),Bencana Kebakaran,Penjaringan,Penjaringan,Jakarta Utara,"5,000,000,000",
16/august/2013  (Jumat),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Pinangsia,Tamansari,Jakarta Barat,"200,000",
16/august/2013  (Jumat),Bencana Kebakaran,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,"5,000,000",
17/august/2013  (Sabtu),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Sunter Agung,Tanjung Priok,Jakarta Utara, - ,
17/august/2013  (Sabtu),Bencana Kebakaran,Kali Anyar,Tambora,Jakarta Barat,"1,000,000",
17/august/2013  (Sabtu),Bencana Kebakaran,Gunung Sahari Utara,Sawah Besar,Jakarta Pusat,"10,000,000",
17/august/2013  (Sabtu),Bencana Kebakaran,karet tengsin,Tanah Abang,Jakarta Pusat,"200,000,000",
18/august/2013  (Minggu),Bencana Kebakaran,Duri Kosambi,Cengkareng,Jakarta Barat,"250,000,000",
19/august/2013  (Senin),Bencana Kebakaran,Pegadungan,Kalideres,Jakarta Barat,"70,000,000",
19/august/2013  (Senin),Bencana Kebakaran,Semper Timur,Cilincing,Jakarta Utara, - ,
19/august/2013  (Senin),Bencana Kebakaran,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,"5,000,000",
19/august/2013  (Senin),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Srengseng,Kembangan,Jakarta Barat,"1,000,000",
19/august/2013  (Senin),Bencana Kebakaran,Cengkareng Barat,Cengkareng,Jakarta Barat,"50,000,000",
19/august/2013  (Senin),Bencana Kebakaran,Manggarai Selatan,Tebet,Jakarta Selatan,"10,000,000",
19/august/2013  (Senin),Bencana Kebakaran,Kapuk Muara,Penjaringan,Jakarta Utara,"500,000,000",
19/august/2013  (Senin),Bencana pada Air (operasi penyelamatan pada Air),Rawajati,Pancoran,Jakarta Selatan, - ,
20/august/2013  (Selasa),Bencana Kebakaran,Gunung Sahari Selatan,Kemayoran,Jakarta Pusat,"1,500,000",
20/august/2013  (Selasa),Bencana Kebakaran,Sukabumi Utara,Kebun Jeruk,Jakarta Barat,"250,000,000",
20/august/2013  (Selasa),Bencana Kebakaran,Kartini,Sawah Besar,Jakarta Pusat,"10,000,000",
20/august/2013  (Selasa),Bencana Kebakaran,Cikini,Menteng,Jakarta Pusat,"120,000,000",
21/august/2013  (Rabu),Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),kebayoran lama selatan,Kebayoran Lama,Jakarta Selatan, - ,
21/august/2013  (Rabu),Bencana Kebakaran,Taman Sari,Tamansari,Jakarta Barat,"700,000,000",
22/august/2013  (Kamis),Bencana Kebakaran,Mangga Dua Selatan,Sawah Besar,Jakarta Pusat,"30,000,000",
22/august/2013  (Kamis),Bencana Kebakaran,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,"10,000,000",
22/august/2013  (Kamis),Bencana Kebakaran,Paseban,Senen,Jakarta Pusat,"500,000",
23/august/2013  (Jumat),Bencana Kebakaran,Kartini,Sawah Besar,Jakarta Pusat,"50,000,000",
23/august/2013  (Jumat),Bencana Kebakaran,Sunter Agung,Tanjung Priok,Jakarta Utara,"100,000,000",
23/august/2013  (Jumat),Bencana Kebakaran,Pinangsia,Tamansari,Jakarta Barat,"5,000,000",
24/august/2013  (Sabtu),Bencana Kebakaran,Rawa Terate,Cakung,Jakarta Timur,"5,000,000",
24/august/2013  (Sabtu),Bencana Kebakaran,Duren Sawit,Duren Sawit,Jakarta Timur, - ,
24/august/2013  (Sabtu),Bencana Kebakaran,Kedoya Selatan,Kebun Jeruk,Jakarta Barat, - ,
24/august/2013  (Sabtu),Bencana Kebakaran,Pondok Ranggon,Cipayung,Jakarta Timur,"5,000,000",
25/august/2013  (Minggu),Bencana Kebakaran,Gelora,Tanah Abang,Jakarta Pusat, - ,
25/august/2013  (Minggu),Bencana Kebakaran,Jatinegara Kaum,Pulogadung,Jakarta Timur,"1,926,000,000",
25/august/2013  (Minggu),Bencana Kebakaran,Klender,Duren Sawit,Jakarta Timur,"5,000,000",
25/august/2013  (Minggu),Bencana Kebakaran,Cibubur,Ciracas,Jakarta Timur,"700,000,000",
26/august/2013  (Senin),Bencana Kebakaran,Sukabumi Utara,Kebun Jeruk,Jakarta Barat,"800,000,000",
26/august/2013  (Senin),Bencana Kebakaran,Kamal,Kalideres,Jakarta Barat, - ,
26/august/2013  (Senin),Bencana Kebakaran,Krendang,Tambora,Jakarta Barat,"2,000,000",
26/august/2013  (Senin),Bencana Kebakaran,Grogol Selatan,Kebayoran Lama,Jakarta Selatan,"4,000,000,000",
27/august/2013  (Selasa),Bencana Kebakaran,Kelapa Dua,Kebun Jeruk,Jakarta Barat,"2,000,000",
27/august/2013  (Selasa),Pertolongan Gawat Darurat (Ambulan Transportasi).,Pondok Pinang,Kebayoran Lama,Jakarta Selatan, - ,
27/august/2013  (Selasa),Bencana Kebakaran,Cipete Utara,Kebayoran Baru,Jakarta Selatan,"155,000,000",
27/august/2013  (Selasa),Bencana Kebakaran,Grogol Selatan,Kebayoran Lama,Jakarta Selatan,"3,000,000",
27/august/2013  (Selasa),Bencana Kebakaran,Menteng Atas,Setiabudi,Jakarta Selatan,"10,000,000",
27/august/2013  (Selasa),Bencana Kebakaran,Duri Kosambi,Cengkareng,Jakarta Barat,"5,000,000",
28/august/2013  (Rabu),Bencana Kebakaran,Lagoa,Koja,Jakarta Utara,"30,000,000",
28/august/2013  (Rabu),Bencana Kebakaran,Kalideres,Kalideres,Jakarta Barat,"15,000,000",
28/august/2013  (Rabu),Bencana Kebakaran,Kebagusan,Pasar Minggu,Jakarta Selatan,"50,000,000",
29/august/2013  (Kamis),Bencana Kebakaran,Bintaro,Pesanggrahan,Jakarta Selatan, - ,
29/august/2013  (Kamis),Bencana Kebakaran,Duri Kepa,Kebun Jeruk,Jakarta Barat,"160,000,000",
30/august/2013  (Jumat),Bencana Kebakaran,Kebon Melati,Tanah Abang,Jakarta Pusat,"20,000,000",
30/august/2013  (Jumat),Bencana Kebakaran,Gandaria Utara,Kebayoran Baru,Jakarta Selatan,"300,000,000",
30/august/2013  (Jumat),Bencana Kebakaran,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,"50,000,000",
30/august/2013  (Jumat),Bencana Kebakaran,Cilandak Barat,Cilandak,Jakarta Selatan,"50,000,000",
30/august/2013  (Jumat),Bencana Kebakaran,Sunter Agung,Tanjung Priok,Jakarta Utara,"30,000,000",
30/august/2013  (Jumat),Bencana Kebakaran,Petojo Selatan,Gambir,Jakarta Pusat,"1,000,000",
31/august/2013  (Sabtu),Bencana Kebakaran,Duri Selatan,Tambora,Jakarta Barat,"10,000,000",
31/august/2013  (Sabtu),Pertolongan Gawat Darurat (Ambulan Transportasi).,Jelambar,Grogol Petamburan,Jakarta Barat, - ,
31/august/2013  (Sabtu),Bencana Kebakaran,Kelapa Gading Barat,Kelapa Gading,Jakarta Utara, - ,
31/august/2013  (Sabtu),Bencana Kebakaran,Johar Baru,Johar Baru,Jakarta Pusat,"1,000,000",
31/august/2013  (Sabtu),Bencana Kebakaran,Lagoa,Koja,Jakarta Utara,"2,000,000",
31/august/2013  (Sabtu),Bencana Kebakaran,Pondok Kelapa,Duren Sawit,Jakarta Timur,"6,000,000",
31/august/2013  (Sabtu),Bencana Kebakaran,Pademangan Timur,Pademangan,Jakarta Utara,"10,000,000",
01/September/2013  (Minggu),Bencana Kebakaran,Tanjung Duren Utara,Grogol Petamburan,Jakarta Barat,"1,000,000",
02/September/2013  (Senin),Bencana Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,"15,000,000",
02/September/2013  (Senin),Bencana Kebakaran,Tebet Barat,Tebet,Jakarta Selatan,"75,000,000",
02/September/2013  (Senin),Bencana Kebakaran,Koja,Koja,Jakarta Utara,,
02/September/2013  (Senin),Bencana Kebakaran,Kemanggisan,Palmerah,Jakarta Barat,"100,000,000",
02/September/2013  (Senin),Bencana Kebakaran,Rorotan,Cilincing,Jakarta Utara,"500,000",
02/September/2013  (Senin),Bencana Kebakaran,Pondok Kelapa,Duren Sawit,Jakarta Timur,"350,000,000",
03/September/2013  (Selasa),Bencana Kebakaran,Tanah Tinggi,Johar Baru,Jakarta Pusat,"5,000,000",
03/September/2013  (Selasa),Bencana Kebakaran,Pegangsaan,Menteng,Jakarta Pusat,"1,000,000",
04/September/2013  (Rabu),Bencana Kebakaran,Harapan Mulia,Kemayoran,Jakarta Pusat,"15,000,000",
04/September/2013  (Rabu),Bencana Kebakaran,Duri Kepa,Kebun Jeruk,Jakarta Barat,"650,000,000",
04/September/2013  (Rabu),Bencana Kebakaran,Pejagalan,Penjaringan,Jakarta Utara,"1,000,000,000",
05/September/2013  (Kamis),Bencana Kebakaran,Ciracas,Ciracas,Jakarta Timur,"1,500,000",
05/September/2013  (Kamis),Bencana Kebakaran,Kembangan Selatan,Kembangan,Jakarta Barat,"1,000,000",
06/September/2013  (Jumat),Bencana Kebakaran,Cengkareng Timur,Cengkareng,Jakarta Barat,"100,000,000",
06/September/2013  (Jumat),Bencana Kebakaran,Rawa Buaya,Cengkareng,Jakarta Barat,"200,000,000",
06/September/2013  (Jumat),Bencana Kebakaran,Jembatan Besi,Tambora,Jakarta Barat,"100,000,000",
08/September/2013  (Minggu),Bencana Kebakaran,Halim Perdana Kusuma,Makasar,Jakarta Timur,"1,000,000",
08/September/2013  (Minggu),Bencana Kebakaran,Utan Kayu Utara,Matraman,Jakarta Timur,"1,000,000",
08/September/2013  (Minggu),Bencana Kebakaran,Kamal,Kalideres,Jakarta Barat,"75,000,000",
08/September/2013  (Minggu),Bencana Kebakaran,Pondok Bambu,Duren Sawit,Jakarta Timur,"900,000,000",
08/September/2013  (Minggu),Bencana Kebakaran,Cipayung,Cipayung,Jakarta Timur, - ,
08/September/2013  (Minggu),Bencana Kebakaran,Cakung Timur,Cakung,Jakarta Timur,"50,000,000",
08/September/2013  (Minggu),Bencana Kebakaran,Galur,Johar Baru,Jakarta Pusat,"45,000,000",
08/September/2013  (Minggu),Bencana Kebakaran,Ciracas,Ciracas,Jakarta Timur,"20,000,000",
08/September/2013  (Minggu),Bencana Kebakaran,Meruya Utara,Kembangan,Jakarta Barat,"5,000,000",
08/September/2013  (Minggu),Pertolongan Gawat Darurat (Ambulan Transportasi).,Jembatan Besi,Tambora,Jakarta Barat, - ,
09/September/2013  (Senin),Bencana Kebakaran,Kelapa Gading Timur,Kelapa Gading,Jakarta Utara,"5,000,000",
09/September/2013  (Senin),Bencana Kebakaran,Utan Panjang,Kemayoran,Jakarta Pusat,"30,000,000",
09/September/2013  (Senin),Bencana Kebakaran,Cawang,Kramat Jati,Jakarta Timur,"750,000,000",
09/September/2013  (Senin),Bencana Kebakaran,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,"5,000,000",
10/September/2013  (Selasa),Bencana Kebakaran,Kampung Tengah,Kramat Jati,Jakarta Timur,"5,000,000",
11/September/2013  (Rabu),Bencana Kebakaran,Pela Mampang,Mampang Prapatan,Jakarta Selatan,"50,000,000",
11/September/2013  (Rabu),Bencana Kebakaran,Cawang,Kramat Jati,Jakarta Timur,"15,000,000",
12/September/2013  (Kamis),Bencana Kebakaran,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,"75,000,000",
12/September/2013  (Kamis),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Palmeriam,Matraman,Jakarta Timur, - ,
12/September/2013  (Kamis),Bencana Kebakaran,Cikini,Menteng,Jakarta Pusat,"30,000,000",
13/September/2013  (Jumat),Bencana Kebakaran,Halim Perdana Kusuma,Makasar,Jakarta Timur,"1,000,000",
13/September/2013  (Jumat),Bencana Kebakaran,Jatinegara,Cakung,Jakarta Timur,"15,000,000",
14/September/2013  (Sabtu),Bencana Kebakaran,Pulo Gebang,Cakung,Jakarta Timur,"200,000",
15/September/2013  (Minggu),Bencana Kebakaran,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,"200,000,000",
15/September/2013  (Minggu),Bencana Kebakaran,Kelapa Dua,Kebun Jeruk,Jakarta Barat,"30,000,000",
15/September/2013  (Minggu),Bencana Kebakaran,Ragunan,Pasar Minggu,Jakarta Selatan,"3,000,000",
15/September/2013  (Minggu),Bencana Kebakaran,Sungai Bambu,Tanjung Priok,Jakarta Utara,"70,000,000",
15/September/2013  (Minggu),Bencana Kebakaran,Manggarai Selatan,Tebet,Jakarta Selatan,"2,000,000",
16/September/2013  (Senin),Bencana Kebakaran,Ciracas,Ciracas,Jakarta Timur,"50,000,000",
16/September/2013  (Senin),Bencana Kebakaran,Duren Sawit,Duren Sawit,Jakarta Timur,"30,000,000",
16/September/2013  (Senin),Bencana Kebakaran,Kebayoran Lama Selatan,Kebayoran Lama,Jakarta Selatan,"50,000,000",
16/September/2013  (Senin),Bencana Kebakaran,Rorotan,Cilincing,Jakarta Utara, - ,
17/September/2013  (Selasa),Bencana Kebakaran,Sukabumi Utara,Kebun Jeruk,Jakarta Barat,"75,000,000",
17/September/2013  (Selasa),Bencana Kebakaran,Jati,Pulogadung,Jakarta Timur,"300,000,000",
17/September/2013  (Selasa),Bencana Kebakaran,Kalibaru,Cilincing,Jakarta Utara,"3,000,000,000",
17/September/2013  (Selasa),Bencana Kebakaran,Kebon Pala,Makasar,Jakarta Timur,"1,000,000",
17/September/2013  (Selasa),Bencana Kebakaran,Pulo Gebang,Cakung,Jakarta Timur,"5,000,000",
18/September/2013  (Rabu),Bencana Kebakaran,Petukangan Utara,Pesanggrahan,Jakarta Selatan,"96,000,000",
18/September/2013  (Rabu),Bencana Kebakaran,Cengkareng Barat,Cengkareng,Jakarta Barat,"50,000,000",
18/September/2013  (Rabu),Bencana Kebakaran,Klender,Duren Sawit,Jakarta Timur,"10,000,000",
18/September/2013  (Rabu),Bencana Kebakaran,Sukabumi selatan,Kebun Jeruk,Jakarta Barat,"50,000,000",
19/September/2013  (Kamis),Bencana Kebakaran,Kramat Jati,Kramat Jati,Jakarta Timur,"300,000,000",
19/September/2013  (Kamis),Bencana Kebakaran,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,"40,000,000",
19/September/2013  (Kamis),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Tugu Selatan,Koja,Jakarta Utara, - ,
19/September/2013  (Kamis),Bencana Kebakaran,Kelapa Dua,Kebun Jeruk,Jakarta Barat,"10,000,000",
20/September/2013  (Jumat),Bencana Kebakaran,Semanan,Kalideres,Jakarta Barat, - ,
20/September/2013  (Jumat),Bencana Kebakaran,Penjaringan,Penjaringan,Jakarta Utara,"2,000,000",
20/September/2013  (Jumat),Bencana Kebakaran,Klender,Duren Sawit,Jakarta Timur,"600,000",
20/September/2013  (Jumat),Bencana Kebakaran,Cideng,Gambir,Jakarta Pusat,"5,000,000",
20/September/2013  (Jumat),Bencana Kebakaran,kalideres,Kalideres,Jakarta Barat,"500,000",
21/September/2013  (Sabtu),Bencana Kebakaran,Pluit,Penjaringan,Jakarta Utara,"100,000,000",
21/September/2013  (Sabtu),Bencana Kebakaran,Bambu Apus,Cipayung,Jakarta Timur,"250,000",
22/September/2013  (Minggu),Bencana Kebakaran,Ciracas,Ciracas,Jakarta Timur,"40,000,000",
22/September/2013  (Minggu),Bencana Kebakaran,Tebet Barat,Tebet,Jakarta Selatan,"40,000,000",
22/September/2013  (Minggu),Bencana Kebakaran,Kalideres,Kalideres,Jakarta Barat,"500,000,000",
22/September/2013  (Minggu),Bencana Kebakaran,Pangadegan,Pancoran,Jakarta Selatan,"40,000,000",
22/September/2013  (Minggu),Bencana Kebakaran,Duren Tiga,Pancoran,Jakarta Selatan,"3,000,000,000",
23/September/2013  (Senin),Bencana Kebakaran,Kalideres,Kalideres,Jakarta Barat,"5,000,000",
23/September/2013  (Senin),Bencana Kebakaran,Sukabumi Selatan,Kebun Jeruk,Jakarta Barat, - ,
23/September/2013  (Senin),Bencana Kebakaran,Kwitang,Senen,Jakarta Pusat,"1,000,000",
23/September/2013  (Senin),Bencana Kebakaran,Cibubur,Ciracas,Jakarta Timur,"1,000,000,000",
23/September/2013  (Senin),Bencana Kebakaran,Penjaringan,Penjaringan,Jakarta Utara,"3,000,000,000",
24/September/2013  (Selasa),Bencana Kebakaran,Pesanggrahan,Pesanggrahan,Jakarta Selatan,"200,000",
24/September/2013  (Selasa),Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Rawa Badak Selatan,Koja,Jakarta Utara, - ,
25/September/2013  (Rabu),Bencana Kebakaran,Sumur Batu,Kemayoran,Jakarta Pusat,"2,000,000",
25/September/2013  (Rabu),Bencana Kebakaran,Tanjung Barat,Jagakarsa,Jakarta Selatan,"300,000,000",
26/September/2013  (Kamis),Bencana Kebakaran,Pasar minggu,Pasar Minggu,Jakarta Selatan, - ,
26/September/2013  (Kamis),Bencana Kebakaran,Rawa Badak Utara,Koja,Jakarta Utara,"50,000,000",
26/September/2013  (Kamis),Bencana Kebakaran,Bale Kambang,Kramat Jati,Jakarta Timur, - ,
