tanggal,jenis_kejadian_bencana,kelurahan,kecamatan,wilayah,taksiran_kerugian,keterangan_jkb
2/21/2020,Kebakaran,Pulo Gebang,Cakung,Jakarta Timur,"5,000,000",Bencana Kebakaran
2/21/2020,Bantuan Operasi,Gelora,Tanah Abang,Jakarta Pusat,0,Kesiagaan/Penjagaan
2/21/2020,Penyelamatan,Kebon Jeruk,Kebun Jeruk,Jakarta Barat,0,Pengendalian Hewan
2/21/2020,Penyelamatan,Tegal Alur,Kalideres,Jakarta Barat,0,Pengendalian Hewan
2/21/2020,Penyelamatan,Kebagusan,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
2/21/2020,Penyelamatan,Meruya Selatan,Kembangan,Jakarta Barat,0,Pengendalian Hewan
2/21/2020,Penyelamatan,Kapuk,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
2/22/2020,Kebakaran,Rawamangun,Pulogadung,Jakarta Timur,"20,000,000",Bencana Kebakaran
2/22/2020,Kebakaran,Gambir,Gambir,Jakarta Pusat,0,Bencana Kebakaran
2/22/2020,Bantuan Operasi,Kedoya Utara,Kebun Jeruk,Jakarta Barat,0,Penyedotan genangan Air
2/22/2020,Kebakaran,Menteng,Menteng,Jakarta Pusat,"300,000,000",Bencana Kebakaran
2/22/2020,Bantuan Operasi,Gunung sahari selatan,Kemayoran,Jakarta Pusat,0,Kerja Bakti
2/23/2020,Bantuan Operasi,Karet Tengsin,Tanah Abang,Jakarta Pusat,0,Penyedotan genangan Air
2/22/2020,Penyelamatan,Srengseng sawah,Jagakarsa,Jakarta Selatan,0,Penyelamatan Transportasi
2/22/2020,Penyelamatan,Rawajati,Pancoran,Jakarta Selatan,0,Pengendalian Hewan
2/22/2020,Penyelamatan,Pejaten Barat,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
2/22/2020,Bantuan Operasi,Petamburan,Tanah Abang,Jakarta Pusat,0,Penyedotan genangan Air
2/22/2020,Penyelamatan,Pekayon,Pasar Rebo,Jakarta Timur,0,Pengendalian Hewan
2/22/2020,Kebakaran,Susukan,Ciracas,Jakarta Timur,"50,000,000",Bencana Kebakaran
2/22/2020,Penyelamatan,Cengkareng Timur,Cengkareng,Jakarta Barat,0,Pengendalian Hewan
2/22/2020,Penyelamatan,Kramat Jati,Kramat Jati,Jakarta Timur,0,Pengendalian Hewan
2/22/2020,Penyelamatan,Rawamangun,Pulogadung,Jakarta Timur,0,Pengendalian Hewan
2/22/2020,Penyelamatan,Pondok Labu,Cilandak,Jakarta Selatan,0,Pengendalian Hewan
2/22/2020,Penyelamatan,Tanjung Barat,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
2/22/2020,Penyelamatan,Joglo,Kembangan,Jakarta Barat,0,Pengendalian Hewan
2/23/2020,Kebakaran,Harapan Mulia,Kemayoran,Jakarta Pusat,0,Bencana Kebakaran
2/23/2020,Penyelamatan,cakung barat,Cakung,Jakarta Timur,0,Pohon Tumbang
2/23/2020,Kebakaran,Gunung sahari selatan,Kemayoran,Jakarta Pusat,0,Bencana Kebakaran
2/23/2020,Penyelamatan,Cakung Timur,Cakung,Jakarta Timur,0,Pohon Tumbang
2/23/2020,Penyelamatan,Gambir,Gambir,Jakarta Pusat,0,Operasi Penyelamatan Lainnya
2/23/2020,Bantuan Operasi,Kebon Kosong,Kemayoran,Jakarta Pusat,0,Penyedotan genangan Air
2/23/2020,Bantuan Operasi,Menteng,Menteng,Jakarta Pusat,0,Penyedotan genangan Air
2/23/2020,Penyelamatan,Cakung Timur,Cakung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Penyelamatan,Utan Kayu Utara,Matraman,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Penyelamatan,pisangan timur,Pulogadung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Bantuan Operasi,Cawang,Kramat Jati,Jakarta Timur,0,Kerja Bakti
2/23/2020,Penyelamatan,Pengadegan,Pancoran,Jakarta Selatan,0,Operasi Penyelamatan Lainnya
2/23/2020,Penyelamatan,Utan Kayu Selatan,Matraman,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Penyelamatan,Rawamangun,Pulogadung,Jakarta Timur,0,Pohon Tumbang
2/23/2020,Bantuan Operasi,Cakung Timur,Cakung,Jakarta Timur,0,Kerja Bakti
2/23/2020,Bantuan Operasi,Cakung Timur,Cakung,Jakarta Timur,0,Kerja Bakti
2/23/2020,Penyelamatan,Cakung Timur,Cakung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Penyelamatan,Rawa Terate,Cakung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Bantuan Operasi,Palmeriam,Matraman,Jakarta Timur,0,Kerja Bakti
2/23/2020,Penyelamatan,Pulogadung,Pulogadung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Penyelamatan,Cipinang Besar utara,Jatinegara,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Penyelamatan,Kayu Putih,Pulogadung,Jakarta Timur,0,Operasi Penyelamatan Lainnya
2/23/2020,Penyelamatan,Batu Ampar,Kramat Jati,Jakarta Timur,0,Pengendalian Hewan
2/23/2020,Kebakaran,Tebet barat,Tebet,Jakarta Selatan,"5,000,000",Bencana Kebakaran
2/23/2020,Kebakaran,Menteng Atas,Setiabudi,Jakarta Selatan,"1,000,000",Bencana Kebakaran
2/22/2020,Penyelamatan,Pejaten Barat,Pasar Minggu,Jakarta Selatan,0,Pengendalian Hewan
2/23/2020,Bantuan Operasi,Kebon Kosong,Kemayoran,Jakarta Pusat,0,Kerja Bakti
2/23/2020,Bantuan Operasi,Petamburan,Tanah Abang,Jakarta Pusat,0,Kerja Bakti
2/23/2020,Bantuan Operasi,Cikini,Menteng,Jakarta Pusat,0,Kerja Bakti
2/23/2020,Penyelamatan,Lenteng Agung,Jagakarsa,Jakarta Selatan,0,Pengendalian Hewan
2/23/2020,Penyelamatan,Petogogan,Kebayoran Baru,Jakarta Selatan,0,Pengendalian Hewan
2/23/2020,Bantuan Operasi,Kuningan Timur,Setiabudi,Jakarta Selatan,0,Penyedotan genangan Air
2/23/2020,Bantuan Operasi,Karet Semanggi,Setiabudi,Jakarta Selatan,0,Kerja Bakti
2/23/2020,Bantuan Operasi,Menteng Atas,Setiabudi,Jakarta Selatan,0,Kerja Bakti
2/23/2020,Bantuan Operasi,bangka,Mampang Prapatan,Jakarta Selatan,0,Kerja Bakti
2/23/2020,Bantuan Operasi,Tanjung Duren Selatan,Grogol Petamburan,Jakarta Barat,0,Penyedotan genangan Air
2/23/2020,Bantuan Operasi,Palmerah,Palmerah,Jakarta Barat,0,Penyedotan genangan Air
2/23/2020,Bantuan Operasi,Slipi,Palmerah,Jakarta Barat,0,Penyedotan genangan Air
2/23/2020,Bantuan Operasi,Jatinegara,Cakung,Jakarta Timur,0,Bantuan Operasi Lainnya
2/23/2020,Bantuan Operasi,Rawa Terate,Cakung,Jakarta Timur,0,Bantuan Operasi Lainnya
2/23/2020,Bantuan Operasi,Pondok bambu,Duren Sawit,Jakarta Timur,0,Bantuan Operasi Lainnya
2/23/2020,Bantuan Operasi,cakung barat,Cakung,Jakarta Timur,0,Bantuan Operasi Lainnya
